,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,total_income,adjusted_spending,overspending,savings_rate,financial_stress
326,21,Non-binary,Sophomore,Economics,2454.8,3068.5,4582,426,206,189,237,140,70,59,105,123,Mobile Payment App,6137,5523.3,5523.3,613.6999999999998,0.0,True
327,25,Female,Senior,Engineering,3033.6000000000004,3792.0,5575,923,257,115,263,78,20,236,39,78,Mobile Payment App,7584,6825.6,6825.6,758.3999999999996,0.0,True
328,25,Male,Sophomore,Engineering,2341.2000000000003,2926.5,4388,504,341,113,76,34,67,216,78,36,Cash,5853,5267.700000000001,5267.700000000001,585.2999999999993,0.0,True
329,19,Male,Freshman,Engineering,2125.6,2657.0,3579,705,292,172,198,20,50,209,68,21,Mobile Payment App,5314,4782.6,4782.6,531.3999999999996,0.0,True
330,19,Male,Junior,Engineering,2983.2000000000003,3729.0,5407,953,162,107,117,64,54,260,166,168,Mobile Payment App,7458,6712.200000000001,6712.200000000001,745.7999999999993,0.0,True
331,20,Male,Sophomore,Computer Science,2092.8,2616.0,3358,877,152,170,63,44,47,176,158,187,Credit/Debit Card,5232,4708.8,4708.8,523.1999999999998,0.0,True
332,18,Male,Freshman,Computer Science,2688.0,3360.0,4827,928,256,61,114,21,77,160,133,143,Mobile Payment App,6720,6048.0,6048.0,672.0,0.0,True
333,18,Female,Sophomore,Biology,2795.6000000000004,3494.5,5461,498,218,81,182,26,60,296,143,24,Cash,6989,6290.1,6290.1,698.8999999999996,0.0,True
334,25,Male,Freshman,Biology,3104.0,3880.0,5837,867,142,77,163,105,79,184,166,140,Credit/Debit Card,7760,6984.0,6984.0,776.0,0.0,True
335,18,Non-binary,Sophomore,Economics,2657.2000000000003,3321.5,5185,450,152,120,218,91,81,257,50,39,Cash,6643,5978.700000000001,5978.700000000001,664.2999999999993,0.0,True
336,22,Female,Senior,Psychology,2708.8,3386.0,5107,483,299,179,173,30,68,144,170,119,Cash,6772,6094.8,6094.8,677.1999999999998,0.0,True
337,19,Female,Junior,Psychology,2770.0,3462.5,5288,772,125,162,123,126,51,94,113,71,Credit/Debit Card,6925,6232.5,6232.5,692.5,0.0,True
338,23,Non-binary,Freshman,Psychology,2007.6000000000001,2509.5,3265,809,175,60,125,21,81,135,194,154,Credit/Debit Card,5019,4517.1,4517.1,501.89999999999964,0.0,True
339,19,Male,Freshman,Biology,2240.0,2800.0,3659,651,221,198,124,141,85,293,57,171,Cash,5600,5040.0,5040.0,560.0,0.0,True
340,20,Female,Junior,Biology,2342.0,2927.5,4190,722,112,188,97,133,66,69,131,147,Credit/Debit Card,5855,5269.5,5269.5,585.5,0.0,True
341,19,Non-binary,Junior,Engineering,2455.6,3069.5,4764,613,115,157,121,31,88,77,56,117,Credit/Debit Card,6139,5525.1,5525.1,613.8999999999996,0.0,True
342,25,Female,Sophomore,Computer Science,2086.4,2608.0,3755,512,104,188,146,103,63,183,128,34,Cash,5216,4694.4,4694.4,521.6000000000004,0.0,True
343,24,Male,Freshman,Computer Science,2699.6000000000004,3374.5,4727,822,394,88,191,50,48,160,188,81,Mobile Payment App,6749,6074.1,6074.1,674.8999999999996,0.0,True
344,24,Non-binary,Freshman,Economics,2330.8,2913.5,3771,889,336,59,298,35,89,201,74,75,Cash,5827,5244.3,5244.3,582.6999999999998,0.0,True
345,23,Female,Senior,Biology,2175.2000000000003,2719.0,3846,594,330,89,114,54,72,82,132,125,Mobile Payment App,5438,4894.200000000001,4894.200000000001,543.7999999999993,0.0,True
346,23,Non-binary,Sophomore,Engineering,2366.0,2957.5,4240,878,111,165,86,123,41,120,124,27,Cash,5915,5323.5,5323.5,591.5,0.0,True
347,23,Male,Sophomore,Biology,2494.4,3118.0,4759,409,255,101,285,49,45,89,115,129,Credit/Debit Card,6236,5612.4,5612.4,623.6000000000004,0.0,True
348,25,Male,Senior,Engineering,2438.8,3048.5,4058,952,340,118,65,121,51,174,41,177,Credit/Debit Card,6097,5487.3,5487.3,609.6999999999998,0.0,True
349,18,Non-binary,Senior,Computer Science,1987.6000000000001,2484.5,3003,878,229,131,157,58,88,53,182,190,Mobile Payment App,4969,4472.1,4472.1,496.89999999999964,0.0,True
350,25,Female,Senior,Psychology,2775.2000000000003,3469.0,4906,869,226,196,66,82,98,289,58,148,Mobile Payment App,6938,6244.200000000001,6244.200000000001,693.7999999999993,0.0,True
351,23,Non-binary,Junior,Biology,1781.2,2226.5,3056,501,170,136,155,70,46,192,89,38,Mobile Payment App,4453,4007.7,4007.7,445.3000000000002,0.0,True
352,23,Female,Freshman,Biology,2318.0,2897.5,3789,707,322,170,244,114,75,79,188,107,Credit/Debit Card,5795,5215.5,5215.5,579.5,0.0,True
353,25,Female,Sophomore,Computer Science,2732.4,3415.5,4785,693,316,177,263,121,62,233,149,32,Cash,6831,6147.9,6147.9,683.1000000000004,0.0,True
354,23,Male,Senior,Psychology,2687.2000000000003,3359.0,4542,830,378,83,229,131,54,166,145,160,Credit/Debit Card,6718,6046.200000000001,6046.200000000001,671.7999999999993,0.0,True
355,23,Non-binary,Senior,Economics,2669.2000000000003,3336.5,4761,671,394,121,215,112,47,118,119,115,Cash,6673,6005.700000000001,6005.700000000001,667.2999999999993,0.0,True
356,20,Non-binary,Freshman,Psychology,2316.4,2895.5,3909,949,136,165,53,59,30,275,183,32,Mobile Payment App,5791,5211.9,5211.9,579.1000000000004,0.0,True
357,24,Male,Freshman,Engineering,2595.2000000000003,3244.0,5042,606,142,54,188,106,64,162,40,84,Cash,6488,5839.200000000001,5839.200000000001,648.7999999999993,0.0,True
358,23,Non-binary,Junior,Engineering,2072.4,2590.5,3449,516,312,182,186,25,44,186,117,164,Cash,5181,4662.9,4662.9,518.1000000000004,0.0,True
359,21,Non-binary,Junior,Computer Science,3296.8,4121.0,5934,949,391,81,127,121,64,275,141,159,Credit/Debit Card,8242,7417.8,7417.8,824.1999999999998,0.0,True
360,23,Non-binary,Senior,Computer Science,2411.2000000000003,3014.0,4397,710,159,118,89,109,87,225,65,69,Mobile Payment App,6028,5425.200000000001,5425.200000000001,602.7999999999993,0.0,True
361,25,Male,Junior,Computer Science,3103.2000000000003,3879.0,5979,785,293,86,228,32,46,135,102,72,Cash,7758,6982.200000000001,6982.200000000001,775.7999999999993,0.0,True
362,22,Female,Sophomore,Psychology,3073.2000000000003,3841.5,5701,916,342,175,221,86,46,57,112,27,Mobile Payment App,7683,6914.700000000001,6914.700000000001,768.2999999999993,0.0,True
363,24,Female,Freshman,Computer Science,2048.8,2561.0,3721,458,269,70,89,72,50,182,81,130,Mobile Payment App,5122,4609.8,4609.8,512.1999999999998,0.0,True
364,21,Male,Sophomore,Psychology,2286.4,2858.0,4218,822,124,74,108,52,97,68,105,48,Credit/Debit Card,5716,5144.4,5144.4,571.6000000000004,0.0,True
365,21,Female,Freshman,Economics,2182.0,2727.5,3728,464,212,184,298,72,53,198,111,135,Mobile Payment App,5455,4909.5,4909.5,545.5,0.0,True
366,18,Non-binary,Freshman,Economics,3048.8,3811.0,5759,810,164,153,77,60,99,180,177,143,Mobile Payment App,7622,6859.8,6859.8,762.1999999999998,0.0,True
367,19,Female,Senior,Biology,2853.6000000000004,3567.0,5407,404,345,122,187,73,20,215,171,190,Cash,7134,6420.6,6420.6,713.3999999999996,0.0,True
368,18,Female,Senior,Psychology,3015.2000000000003,3769.0,5837,552,123,138,267,98,63,267,163,30,Mobile Payment App,7538,6784.200000000001,6784.200000000001,753.7999999999993,0.0,True
369,21,Female,Freshman,Computer Science,2264.8,2831.0,3757,743,256,180,209,92,92,228,44,61,Credit/Debit Card,5662,5095.8,5095.8,566.1999999999998,0.0,True
370,23,Non-binary,Senior,Economics,2959.6000000000004,3699.5,5865,490,155,146,175,79,95,113,142,139,Cash,7399,6659.1,6659.1,739.8999999999996,0.0,True
371,24,Male,Senior,Psychology,2408.4,3010.5,3807,814,364,169,299,126,20,102,193,127,Mobile Payment App,6021,5418.9,5418.9,602.1000000000004,0.0,True
372,22,Male,Freshman,Engineering,2127.6,2659.5,3483,675,230,68,212,124,72,156,118,181,Cash,5319,4787.1,4787.1,531.8999999999996,0.0,True
373,25,Non-binary,Senior,Economics,2340.4,2925.5,4229,781,147,88,144,55,95,114,142,56,Mobile Payment App,5851,5265.9,5265.9,585.1000000000004,0.0,True
374,25,Female,Sophomore,Economics,3106.8,3883.5,5867,728,378,65,159,92,79,289,35,75,Cash,7767,6990.3,6990.3,776.6999999999998,0.0,True
375,25,Non-binary,Freshman,Computer Science,3025.2000000000003,3781.5,5824,594,309,121,108,58,91,234,104,120,Cash,7563,6806.700000000001,6806.700000000001,756.2999999999993,0.0,True
376,21,Non-binary,Freshman,Biology,2832.4,3540.5,5133,617,392,127,249,37,28,154,170,174,Mobile Payment App,7081,6372.9,6372.9,708.1000000000004,0.0,True
377,18,Female,Senior,Psychology,2667.6000000000004,3334.5,4901,497,237,150,298,46,62,225,123,130,Credit/Debit Card,6669,6002.1,6002.1,666.8999999999996,0.0,True
378,20,Male,Senior,Biology,2717.2000000000003,3396.5,5002,589,397,51,288,135,100,71,48,112,Credit/Debit Card,6793,6113.700000000001,6113.700000000001,679.2999999999993,0.0,True
379,25,Female,Freshman,Psychology,2593.2000000000003,3241.5,4680,829,207,122,260,109,37,127,43,69,Cash,6483,5834.700000000001,5834.700000000001,648.2999999999993,0.0,True
380,22,Female,Junior,Psychology,2968.4,3710.5,5803,413,326,104,86,99,69,197,167,157,Cash,7421,6678.9,6678.9,742.1000000000004,0.0,True
381,18,Non-binary,Freshman,Engineering,2148.0,2685.0,3610,637,296,86,87,50,54,230,183,137,Credit/Debit Card,5370,4833.0,4833.0,537.0,0.0,True
382,18,Non-binary,Freshman,Biology,2183.6,2729.5,3235,969,337,65,152,113,99,169,161,159,Cash,5459,4913.1,4913.1,545.8999999999996,0.0,True
383,18,Female,Freshman,Engineering,2022.4,2528.0,3419,728,171,116,152,107,85,124,76,78,Cash,5056,4550.4,4550.4,505.60000000000036,0.0,True
384,18,Non-binary,Sophomore,Economics,2523.2000000000003,3154.0,4582,473,202,156,279,120,81,270,67,78,Credit/Debit Card,6308,5677.200000000001,5677.200000000001,630.7999999999993,0.0,True
385,24,Male,Freshman,Computer Science,2337.2000000000003,2921.5,3795,837,231,152,256,41,74,221,130,106,Credit/Debit Card,5843,5258.700000000001,5258.700000000001,584.2999999999993,0.0,True
386,21,Non-binary,Junior,Engineering,3088.0,3860.0,5864,714,370,96,199,114,82,67,190,24,Cash,7720,6948.0,6948.0,772.0,0.0,True
387,23,Non-binary,Sophomore,Psychology,2303.6,2879.5,4210,495,187,114,58,132,96,154,134,179,Mobile Payment App,5759,5183.1,5183.1,575.8999999999996,0.0,True
388,18,Non-binary,Freshman,Economics,2304.0,2880.0,4271,477,320,78,150,150,81,163,46,24,Mobile Payment App,5760,5184.0,5184.0,576.0,0.0,True
389,21,Female,Senior,Biology,1833.2,2291.5,3234,405,334,59,114,23,67,135,190,22,Mobile Payment App,4583,4124.7,4124.7,458.3000000000002,0.0,True
390,22,Male,Senior,Economics,2484.0,3105.0,4056,789,358,186,216,78,74,175,169,109,Cash,6210,5589.0,5589.0,621.0,0.0,True
391,22,Non-binary,Freshman,Psychology,2889.6000000000004,3612.0,5309,936,264,55,188,126,47,194,79,26,Credit/Debit Card,7224,6501.6,6501.6,722.3999999999996,0.0,True
392,19,Non-binary,Senior,Biology,2278.0,2847.5,4273,421,106,160,147,39,89,235,182,43,Cash,5695,5125.5,5125.5,569.5,0.0,True
393,24,Female,Sophomore,Engineering,1972.0,2465.0,3146,724,213,95,135,103,70,267,54,123,Cash,4930,4437.0,4437.0,493.0,0.0,True
394,18,Female,Senior,Psychology,2323.2000000000003,2904.0,3600,913,375,183,178,122,94,129,66,148,Cash,5808,5227.200000000001,5227.200000000001,580.7999999999993,0.0,True
395,19,Female,Senior,Engineering,2987.6000000000004,3734.5,5945,478,342,75,279,43,49,107,94,57,Mobile Payment App,7469,6722.1,6722.1,746.8999999999996,0.0,True
396,22,Male,Senior,Engineering,3405.6,3405.6,3897,648,181,56,275,86,57,287,79,110,Mobile Payment App,5676,6811.2,5676.0,0.0,0.16666666666666666,False
397,25,Female,Sophomore,Engineering,1843.2,2304.0,3133,615,147,90,201,81,30,148,42,121,Cash,4608,4147.2,4147.2,460.8000000000002,0.0,True
398,22,Female,Freshman,Computer Science,2386.0,2982.5,4116,592,329,120,269,46,53,230,57,153,Credit/Debit Card,5965,5368.5,5368.5,596.5,0.0,True
399,20,Male,Junior,Economics,3086.0,3857.5,5900,661,264,157,258,52,38,167,174,44,Cash,7715,6943.5,6943.5,771.5,0.0,True
400,19,Non-binary,Freshman,Biology,2761.6000000000004,3452.0,5075,858,153,200,115,76,90,139,154,44,Mobile Payment App,6904,6213.6,6213.6,690.3999999999996,0.0,True
401,18,Male,Senior,Economics,2171.6,2714.5,3788,483,339,159,120,55,22,212,173,78,Credit/Debit Card,5429,4886.1,4886.1,542.8999999999996,0.0,True
402,18,Female,Senior,Engineering,2262.4,2828.0,4043,661,178,64,276,80,69,144,115,26,Mobile Payment App,5656,5090.4,5090.4,565.6000000000004,0.0,True
403,24,Male,Freshman,Computer Science,2340.8,2926.0,3944,687,262,148,200,138,53,146,194,80,Cash,5852,5266.8,5266.8,585.1999999999998,0.0,True
404,25,Female,Senior,Economics,1844.8000000000002,2306.0,3014,593,183,142,112,77,59,209,145,78,Credit/Debit Card,4612,4150.8,4150.8,461.1999999999998,0.0,True
405,24,Male,Senior,Engineering,2695.2000000000003,3369.0,5137,747,109,170,153,46,40,131,85,120,Mobile Payment App,6738,6064.200000000001,6064.200000000001,673.7999999999993,0.0,True
406,22,Male,Senior,Engineering,3036.4,3795.5,5754,716,382,135,142,21,29,188,183,41,Mobile Payment App,7591,6831.9,6831.9,759.1000000000004,0.0,True
407,22,Male,Sophomore,Biology,2346.4,2933.0,4080,874,139,183,93,41,47,136,164,109,Cash,5866,5279.4,5279.4,586.6000000000004,0.0,True
408,18,Non-binary,Junior,Economics,3036.8,3796.0,5853,669,230,122,118,41,74,276,69,140,Cash,7592,6832.8,6832.8,759.1999999999998,0.0,True
409,22,Male,Sophomore,Engineering,2210.8,2763.5,3980,471,265,148,77,68,37,132,192,157,Credit/Debit Card,5527,4974.3,4974.3,552.6999999999998,0.0,True
410,18,Male,Sophomore,Economics,2531.2000000000003,3164.0,4232,957,375,139,167,141,31,196,35,55,Credit/Debit Card,6328,5695.200000000001,5695.200000000001,632.7999999999993,0.0,True
411,21,Female,Freshman,Psychology,2705.6000000000004,3382.0,4943,569,326,100,277,91,85,246,48,79,Cash,6764,6087.6,6087.6,676.3999999999996,0.0,True
412,25,Male,Sophomore,Engineering,2551.2000000000003,3189.0,4563,495,309,152,290,84,99,256,37,93,Credit/Debit Card,6378,5740.200000000001,5740.200000000001,637.7999999999993,0.0,True
413,19,Male,Freshman,Biology,2671.2000000000003,3339.0,4973,433,294,144,233,149,59,167,130,96,Credit/Debit Card,6678,6010.200000000001,6010.200000000001,667.7999999999993,0.0,True
414,23,Male,Sophomore,Economics,2502.0,3127.5,4845,563,107,74,129,119,24,123,98,173,Mobile Payment App,6255,5629.5,5629.5,625.5,0.0,True
415,25,Female,Sophomore,Economics,2127.6,2659.5,3556,544,387,161,158,48,80,163,93,129,Credit/Debit Card,5319,4787.1,4787.1,531.8999999999996,0.0,True
416,18,Male,Junior,Economics,4359.0,4359.0,5448,808,155,169,150,24,60,129,127,195,Mobile Payment App,7265,8718.0,7265.0,0.0,0.16666666666666666,False
417,19,Female,Freshman,Economics,2330.4,2913.0,4289,511,190,152,108,88,61,178,146,103,Mobile Payment App,5826,5243.4,5243.4,582.6000000000004,0.0,True
418,23,Non-binary,Freshman,Biology,2735.2000000000003,3419.0,4782,880,254,174,238,50,48,158,157,97,Cash,6838,6154.200000000001,6154.200000000001,683.7999999999993,0.0,True
419,22,Non-binary,Senior,Biology,2638.0,3297.5,4595,761,331,179,57,97,67,273,179,56,Cash,6595,5935.5,5935.5,659.5,0.0,True
420,24,Non-binary,Freshman,Engineering,3406.7999999999997,3406.7999999999997,4080,432,386,184,50,65,83,248,89,61,Credit/Debit Card,5678,6813.599999999999,5678.0,0.0,0.1666666666666666,False
421,23,Non-binary,Freshman,Biology,2991.6000000000004,3739.5,5495,816,332,127,271,100,22,93,163,60,Mobile Payment App,7479,6731.1,6731.1,747.8999999999996,0.0,True
422,19,Male,Junior,Biology,2581.6000000000004,3227.0,4515,511,387,179,244,68,100,261,35,154,Cash,6454,5808.6,5808.6,645.3999999999996,0.0,True
423,20,Non-binary,Sophomore,Economics,2934.0,3667.5,5879,438,360,72,118,80,45,265,48,30,Credit/Debit Card,7335,6601.5,6601.5,733.5,0.0,True
424,23,Non-binary,Junior,Economics,2603.6000000000004,3254.5,4648,865,183,60,113,128,38,265,42,167,Credit/Debit Card,6509,5858.1,5858.1,650.8999999999996,0.0,True
425,23,Female,Junior,Engineering,2978.8,3723.5,5972,663,116,162,52,110,21,202,86,63,Mobile Payment App,7447,6702.3,6702.3,744.6999999999998,0.0,True
426,18,Female,Freshman,Computer Science,2123.6,2654.5,3640,409,384,117,249,76,68,152,86,128,Credit/Debit Card,5309,4778.1,4778.1,530.8999999999996,0.0,True
427,18,Female,Freshman,Engineering,2948.4,3685.5,5779,558,252,109,289,82,51,98,53,100,Cash,7371,6633.9,6633.9,737.1000000000004,0.0,True
428,21,Non-binary,Junior,Economics,2840.8,3551.0,5689,731,123,88,89,67,64,186,39,26,Mobile Payment App,7102,6391.8,6391.8,710.1999999999998,0.0,True
429,21,Non-binary,Freshman,Biology,2281.2000000000003,2851.5,3863,899,127,184,100,21,55,195,125,134,Mobile Payment App,5703,5132.700000000001,5132.700000000001,570.2999999999993,0.0,True
430,23,Female,Freshman,Psychology,2149.6,2687.0,3719,513,195,144,275,33,63,150,192,90,Mobile Payment App,5374,4836.6,4836.6,537.3999999999996,0.0,True
431,18,Female,Senior,Computer Science,2414.8,3018.5,4307,797,224,161,136,87,59,159,87,20,Mobile Payment App,6037,5433.3,5433.3,603.6999999999998,0.0,True
432,18,Male,Sophomore,Computer Science,2441.6,3052.0,4577,532,133,134,292,62,50,164,33,127,Cash,6104,5493.6,5493.6,610.3999999999996,0.0,True
433,25,Female,Freshman,Psychology,2670.0,3337.5,4591,764,358,142,190,121,77,244,75,113,Cash,6675,6007.5,6007.5,667.5,0.0,True
434,23,Female,Sophomore,Economics,2642.8,3303.5,5149,551,168,126,184,41,67,203,83,35,Cash,6607,5946.3,5946.3,660.6999999999998,0.0,True
435,24,Female,Senior,Engineering,2052.8,2566.0,3200,593,318,188,153,150,89,285,54,102,Cash,5132,4618.8,4618.8,513.1999999999998,0.0,True
436,18,Non-binary,Sophomore,Biology,2257.6,2822.0,3770,569,328,159,103,126,92,284,193,20,Credit/Debit Card,5644,5079.6,5079.6,564.3999999999996,0.0,True
437,19,Non-binary,Sophomore,Psychology,3059.2000000000003,3824.0,5700,857,309,77,88,66,98,174,126,153,Mobile Payment App,7648,6883.200000000001,6883.200000000001,764.7999999999993,0.0,True
438,23,Male,Senior,Biology,2829.6000000000004,3537.0,5174,662,222,160,194,28,98,193,177,166,Credit/Debit Card,7074,6366.6,6366.6,707.3999999999996,0.0,True
439,18,Male,Senior,Engineering,2056.4,2570.5,3398,483,304,119,168,34,95,261,107,172,Credit/Debit Card,5141,4626.9,4626.9,514.1000000000004,0.0,True
440,22,Non-binary,Freshman,Biology,2706.8,3383.5,4713,953,249,181,128,54,54,273,40,122,Mobile Payment App,6767,6090.3,6090.3,676.6999999999998,0.0,True
441,21,Male,Freshman,Psychology,2667.6000000000004,3334.5,5096,404,278,178,235,58,69,89,161,101,Credit/Debit Card,6669,6002.1,6002.1,666.8999999999996,0.0,True
442,18,Non-binary,Sophomore,Engineering,2884.0,3605.0,5601,628,269,116,102,55,58,179,66,136,Cash,7210,6489.0,6489.0,721.0,0.0,True
443,22,Non-binary,Sophomore,Psychology,2206.0,2757.5,3374,999,375,165,172,44,51,180,30,125,Cash,5515,4963.5,4963.5,551.5,0.0,True
444,24,Male,Junior,Economics,3104.4,3880.5,5962,635,280,166,176,112,83,191,115,41,Mobile Payment App,7761,6984.9,6984.9,776.1000000000004,0.0,True
445,24,Male,Freshman,Computer Science,1934.0,2417.5,3174,832,121,137,142,54,65,93,47,170,Cash,4835,4351.5,4351.5,483.5,0.0,True
446,20,Non-binary,Senior,Economics,1918.8000000000002,2398.5,3181,440,363,85,219,24,73,189,190,33,Cash,4797,4317.3,4317.3,479.6999999999998,0.0,True
447,24,Non-binary,Junior,Biology,2119.6,2649.5,3556,427,214,71,212,136,73,296,157,157,Credit/Debit Card,5299,4769.1,4769.1,529.8999999999996,0.0,True
448,18,Non-binary,Freshman,Engineering,2718.4,3398.0,4569,884,322,140,265,20,99,201,132,164,Mobile Payment App,6796,6116.4,6116.4,679.6000000000004,0.0,True
449,20,Male,Senior,Psychology,2003.2,2504.0,3326,622,216,141,54,90,98,268,56,137,Mobile Payment App,5008,4507.2,4507.2,500.8000000000002,0.0,True
450,23,Male,Sophomore,Engineering,2928.0,3660.0,5626,799,120,125,292,140,47,62,35,74,Mobile Payment App,7320,6588.0,6588.0,732.0,0.0,True
451,23,Non-binary,Junior,Biology,2201.2000000000003,2751.5,3907,493,364,61,170,93,23,88,113,191,Credit/Debit Card,5503,4952.700000000001,4952.700000000001,550.2999999999993,0.0,True
452,18,Male,Sophomore,Psychology,4169.4,4169.4,5189,537,370,195,195,84,57,126,125,71,Cash,6949,8338.8,6949.0,0.0,0.1666666666666666,False
453,22,Male,Freshman,Economics,2149.6,2687.0,3755,718,227,80,173,70,88,185,35,43,Cash,5374,4836.6,4836.6,537.3999999999996,0.0,True
454,18,Male,Sophomore,Computer Science,3046.4,3808.0,5715,748,217,146,227,97,46,220,162,38,Mobile Payment App,7616,6854.4,6854.4,761.6000000000004,0.0,True
455,20,Non-binary,Freshman,Engineering,2112.4,2640.5,3784,430,216,55,247,74,90,171,52,162,Mobile Payment App,5281,4752.9,4752.9,528.1000000000004,0.0,True
456,23,Non-binary,Freshman,Psychology,2956.0,3695.0,5522,852,375,99,55,150,21,195,53,68,Credit/Debit Card,7390,6651.0,6651.0,739.0,0.0,True
457,21,Female,Sophomore,Computer Science,2483.2000000000003,3104.0,3913,919,377,159,152,115,40,299,58,176,Credit/Debit Card,6208,5587.200000000001,5587.200000000001,620.7999999999993,0.0,True
458,19,Male,Senior,Biology,3097.2000000000003,3871.5,5884,422,365,164,294,146,34,258,152,24,Cash,7743,6968.700000000001,6968.700000000001,774.2999999999993,0.0,True
459,18,Male,Freshman,Computer Science,2125.2000000000003,2656.5,3373,701,369,60,235,44,78,276,38,139,Cash,5313,4781.700000000001,4781.700000000001,531.2999999999993,0.0,True
460,20,Female,Sophomore,Engineering,2310.8,2888.5,4067,453,243,84,283,132,72,294,50,99,Mobile Payment App,5777,5199.3,5199.3,577.6999999999998,0.0,True
461,25,Female,Senior,Biology,3039.2000000000003,3799.0,5665,835,126,179,297,23,52,238,79,104,Credit/Debit Card,7598,6838.200000000001,6838.200000000001,759.7999999999993,0.0,True
462,21,Female,Junior,Economics,2105.6,2632.0,3083,967,347,114,175,100,30,166,162,120,Credit/Debit Card,5264,4737.6,4737.6,526.3999999999996,0.0,True
463,18,Male,Freshman,Engineering,3541.7999999999997,3541.7999999999997,3799,812,344,111,205,139,94,249,107,43,Credit/Debit Card,5903,7083.599999999999,5903.0,0.0,0.1666666666666666,False
464,21,Non-binary,Junior,Biology,2050.4,2563.0,3146,972,356,170,60,67,54,77,124,100,Mobile Payment App,5126,4613.4,4613.4,512.6000000000004,0.0,True
465,19,Female,Sophomore,Biology,2125.2000000000003,2656.5,3887,423,111,120,166,116,68,255,137,30,Credit/Debit Card,5313,4781.700000000001,4781.700000000001,531.2999999999993,0.0,True
466,19,Female,Sophomore,Computer Science,2267.6,2834.5,4073,677,212,78,173,52,33,141,161,69,Cash,5669,5102.1,5102.1,566.8999999999996,0.0,True
467,19,Female,Freshman,Engineering,2534.4,3168.0,4511,619,299,145,295,96,71,95,35,170,Mobile Payment App,6336,5702.4,5702.4,633.6000000000004,0.0,True
468,25,Male,Freshman,Biology,2274.4,2843.0,3980,420,362,64,290,131,53,201,102,83,Credit/Debit Card,5686,5117.4,5117.4,568.6000000000004,0.0,True
469,23,Non-binary,Senior,Engineering,2200.0,2750.0,4335,500,120,65,112,83,41,83,54,107,Mobile Payment App,5500,4950.0,4950.0,550.0,0.0,True
470,24,Male,Senior,Psychology,2399.2000000000003,2999.0,4495,468,234,76,205,58,80,159,157,66,Credit/Debit Card,5998,5398.200000000001,5398.200000000001,599.7999999999993,0.0,True
471,19,Male,Senior,Computer Science,3209.2000000000003,4011.5,5863,937,188,177,155,137,97,117,172,180,Cash,8023,7220.700000000001,7220.700000000001,802.2999999999993,0.0,True
472,23,Male,Freshman,Computer Science,3044.4,3805.5,5819,781,393,56,155,64,86,146,63,48,Mobile Payment App,7611,6849.9,6849.9,761.1000000000004,0.0,True
473,22,Male,Senior,Engineering,2103.6,2629.5,3455,664,332,183,227,36,69,180,45,68,Credit/Debit Card,5259,4733.1,4733.1,525.8999999999996,0.0,True
474,20,Non-binary,Junior,Biology,2959.2000000000003,3699.0,5843,757,119,135,72,114,47,82,93,136,Mobile Payment App,7398,6658.200000000001,6658.200000000001,739.7999999999993,0.0,True
475,24,Female,Freshman,Psychology,3242.0,4052.5,5918,949,335,125,258,94,94,171,34,127,Mobile Payment App,8105,7294.5,7294.5,810.5,0.0,True
476,21,Female,Senior,Computer Science,2039.6000000000001,2549.5,3257,930,335,59,61,41,60,59,146,151,Cash,5099,4589.1,4589.1,509.89999999999964,0.0,True
477,18,Non-binary,Senior,Biology,3081.2000000000003,3851.5,5868,718,264,196,151,114,26,244,65,57,Credit/Debit Card,7703,6932.700000000001,6932.700000000001,770.2999999999993,0.0,True
478,22,Female,Senior,Engineering,2183.6,2729.5,3820,497,319,161,217,23,81,67,125,149,Mobile Payment App,5459,4913.1,4913.1,545.8999999999996,0.0,True
479,25,Non-binary,Sophomore,Biology,2625.2000000000003,3281.5,4965,707,295,127,114,97,30,141,63,24,Mobile Payment App,6563,5906.700000000001,5906.700000000001,656.2999999999993,0.0,True
480,21,Male,Freshman,Biology,2143.6,2679.5,3133,850,364,183,262,129,26,188,94,130,Credit/Debit Card,5359,4823.1,4823.1,535.8999999999996,0.0,True
481,25,Female,Sophomore,Biology,2844.8,3556.0,5479,750,155,184,88,87,72,87,157,53,Mobile Payment App,7112,6400.8,6400.8,711.1999999999998,0.0,True
482,25,Male,Freshman,Computer Science,2309.6,2887.0,3900,624,258,183,178,122,91,271,53,94,Mobile Payment App,5774,5196.6,5196.6,577.3999999999996,0.0,True
483,24,Non-binary,Sophomore,Psychology,2958.4,3698.0,5692,638,158,196,190,92,88,174,100,68,Cash,7396,6656.4,6656.4,739.6000000000004,0.0,True
484,25,Female,Senior,Biology,2909.2000000000003,3636.5,5418,420,389,97,282,144,84,149,123,167,Cash,7273,6545.700000000001,6545.700000000001,727.2999999999993,0.0,True
485,23,Female,Senior,Engineering,2500.0,3125.0,4227,924,143,190,208,114,82,119,172,71,Credit/Debit Card,6250,5625.0,5625.0,625.0,0.0,True
486,23,Male,Senior,Economics,1997.2,2496.5,3025,620,300,92,233,75,52,296,191,109,Credit/Debit Card,4993,4493.7,4493.7,499.3000000000002,0.0,True
487,20,Female,Senior,Psychology,2510.0,3137.5,4626,568,179,64,265,124,51,117,158,123,Credit/Debit Card,6275,5647.5,5647.5,627.5,0.0,True
